FID,OBJECTID,SHAPE,ID,PLZ,ORT,STRASSE,STANDORT,TYP,OBJEKTTITEL,VULGONAMEN,BIOGR_ANGABEN,INSCHRIFT,BESCHREIBUNG,MATERIAL,ENTSTEHUNG,EPOCHE,KUENSTLER,GESCHICHTE,LITERATURQUELLEN,SE_ANNO_CAD_DATA
KUNSTWERKOGD.3618940,3618940,POINT (16.305331643026218 48.18805392552491),45089,1140,Wien,"Hadikpark, auf Höhe Hadikgasse 56",Nahe der Kennedybrücke,Denkmäler,Franz Xaver Freiherr von Mayr - Denkmal,,"* 29.9.1757,+ 11.5.1838 in Wien. Industrieller","Vorderseite: ""Auszug aus dem Testament des Herrn Franz Xaver Freiherrn von Mayr, geb. 29. September 1757, gest. 11. Mai 1838. Damit die Unterhaltung und die Aufsicht des von mir angelegten Parkes in Penzing fortgesetzt werde, so solle landtäflich einverleibt werden, daß jeder Inhaber der Herrschaft Penzing zu besagten Endzwecke verbunden sei, jährl. 300 fl G. M. darauf zu verwenden und die jährliche Rechnung zur Einsicht des jeweiligen Herrn Pfarrers in Penzing bei der Herrschaftlichen Kanzlei aufzubewahren."" Rückseite: ""Entscheidung des k .k . n. ö. Oberlandes Gerichts vom 12. Mai 1853, Z. 3436, - die Erhaltung des Parks in Penzing ist eine Stiftung für immerwährende Zeiten zugunsten der dortigen Gemeinde."" Seitlich rechts: ""Laut Vergleiches vom 14. April 1853 hat die Gemeinde Penzing gegen entsprechendes Entgelt von der Gutsinhabung die Verpflichtung übernommen, den Park dem willen des Stifters gemäß für immerwährende Zeiten in gutem Zustande zu erhalten."" Seitlich, links: ""Dem Andenken an den Stifter dieses Parkes Herrn Franz Xaver Freiherrn von Mayr aus Dankbarkeit gewidmet.""","Auf hohem vierkantigem Inschriftensockel allegorische Figur des Glaubens mit aufgeschlagenem Buch in der rechten Hand, den Zeigefinger der Linken lehrend erhoben.","Sockel: Stein, Plastik: Metall",Um 1840,07 Klassizismus/Biedermeier,,"Das Denkmal wurde vor 1853, auf dem 1822 von Franz Xaver von Mayr angelegten und testamentarisch der Gemeinde Penzing übergebenen Parkgelände errichtet.","Kapner, S. 374. 
Dehio, S. 331. 
Berger, 2004, S. 339. 
Czeike, HLW, Bd. 4, S. 223.",
KUNSTWERKOGD.3618941,3618941,POINT (16.25704093612082 48.202132247580764),45090,1140,Wien,"Vor Linzer Straße 422, Ecke Hüttelbergstraße 1",,Sakrale Kleindenkmäler,Dreifaltigkeitssäule,Pestsäule,,"Sockel: ""EX VOTO 1713""","Quadratischer Sockel mit Inschrift, hohe Säule mit Volutenkapitell und Girlanden, darauf Gnadenstuhl. Durch Steinpoller und Kette vom Straßenraum abgeschlossen.",Stein,1713,05 Hochbarock,,,"Kapner, S. 99. 
Dehio, S. 333. 
Westerhoff, 1993, S. 40.",
KUNSTWERKOGD.3618942,3618942,POINT (16.216786491814883 48.22101923628918),45091,1140,Wien,Ca. 600 Meter südöstlich Mauerbachstraße 47,"Im Wald nördlich der Mauerbachstraße, entlang Stadtwanderweg 8",Denkmäler,Türkensteine,,,"Zwei Inschriftentafeln:
""Prinz Eugen eroberte 1717 in der liedbesungenen Schlacht die Festung Belgrad, 1739, drei Jahre nach dem Tode des Feldherrn wurde die Stadt wieder von den Türken unter Sultan Mahmud I. zurückgewonnen, dessen Befehlshaber in Belgrad Elhadsch Ibrahim Pascha war. Feldmarschall Laudon eroberte 1789 die Stadt neuerlich und liess als Siegesmal die Grabtafel dieses türkischen Befehlshabers und zwei Marmorplatten vom Konstantinopeltor hier auf seinem Gut aufstellen. Die eine Torplatte zeigt den verschlungenen Namenszug Sultan Mahmud I, die andere links an der Wand verkündet seinen Ruhm: Der sieben Klima Herr, der Fürst zu Land und Meer, Wie Dareios herrschend und siegreich wie Iskender, Dess´ Namenszug die Welt ins Paradies verkehrt, Seit dass er kaiserlich drin glänzet hell und hehr. Nachdem der Feind Belgrad viel Jahre lang besass Und ganz ungläubig war die feste, hohe Wehr."" 
""Befreite sie Gott, sei gelobt aus Feindes Hand, Der Schah der Welt, Sultan Mahmud, der beste Herr. Er Baute neu das Schloss und schmückt´ es schöner aus, An Festigkeit und Glanz gewann es mehr und mehr wiewohl dies Tor mit andren Toten gleich sich misst, Steht´s höher doch, weil mit Stambul im Verkehr. Zu melden Jahr des Sieg´s und Bau´s Vertrauet war dem ""Neili"" diese Ehr. Der erste Vers bezeichnet der Eroberung Jahr, Der zweite gibt vom Wiederbau die Kund und Lehr. Erobert ward das Schloss mit Glück vom Völkerherrn Sultan Mahmud, derselbe stellt es wieder her. Die Grabtafel bittet um ein Gebet: ""Er, Gott der Allschaffende, Allfortwährende - Für die Seele des verstorbenen, der Verzeihung seines Herrn bedürftigen, vormaligen Befehlshabers von Belgrad, Des Botschafters Elhadsch Ibrahim Pascha ein Tatiha.""","U-Förmige Natursteinmauer, in welche die Steinplatten aus Belgrad und die Inschriftentafeln eingelassen sind.",Stein,"Um 1750, seit 1789 in Hadersdorf",06 Spätbarock/Rokoko/Barockklassizismus,,"Die Steinplatten stammen aus Belgrad und wurden von Feldmarschall Gideon Ernst von Laudon nach der Eroberung Belgrads (8.10.1789) auf sein Gut in Hadersdorf gebracht und zur Ausgestaltung seines geplanten Grabmals bestimmt. Seine Witwe lehnte ein Grabmal im ""türkischen"" Stil ab und beauftragte Franz Anton Zauner mit der Ausführung, der ein klassizistisches Grabmal schuf, das sich noch heute im Wald an der Straße von Hadersdorf nach Mauerbach befindet. Die Steinplatten aus Belgrad wurden ""malerisch"" in der Nähe des Grabmals aufgestellt. Erst Ende des 19. Jahrhunderts wurden sie, um einer weiteren Verwitterung vorzubeugen, in eine eigens errichtete Natursteinmauer eingelassen und mit erläuternden Inschriftentafeln versehen. Es handelt sich um zwei große Marmortafeln, die unter Sultan Mahmud I. (1730-1754) am Stambuler Tor in Belgrad angebracht worden waren und vier kleinere, vom Grabmal des Befehlshabers von Belgrad, Ibrahim Pascha. Die Natursteinmauer wurde nach 1955 unsachgemäß erneuert und die Steine auf den Kopf gestellt in die Schauwand eingelassen.","Kapner, S. 330.
Dehio, S. 333. 
Czeike, HLW, Bd. 5, S. 492.",
KUNSTWERKOGD.3618943,3618943,POINT (16.279054490255586 48.21001435527422),45092,1140,Wien,"Otto-Wagner-Spital, Baumgartner Höhe 1","In der Mittelachse der Anlage, direkt unterhalb der Kirche am Steinhof",Denkmäler,Leopold Steiner,,,"""Dem Schöpfer der Anstalt Leopold Steiner Mitglied des n. ö. Landesausschusses, 1907""",Auf hohem Steinsockel mit Inschrift Portraitbüste.,"Sockel: Stein, Plastik: Metall (Bronze)",1907,10 Späthistorismus/Jugendstil/Neoklassizismus,,"Die Bauausführung der von Otto Wagner konzipierten Spitalsanlage oblag dem Niederösterreichischen Landesbauamt, die Bauoberleitung hatte Leopold Steiner inne.","Berger, 2004, S. 334.",
KUNSTWERKOGD.3618897,3618897,POINT (16.308306258650155 48.18371094173397),45043,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Hietzinger Seite, im Zentrum der aufeinander zulaufenden Alleen",Brunnen,Najadenbrunnen (westlich),,,,"Gegliedertes Brunnenbecken mit mittig gesetzter Figurengruppe, bestehend aus einer Najade, Seetier und Putto. Becken umgeben von großen Steinvasen an den Mündungen der Alleen.",Stein (Sterzinger Marmor),"Bassin: 1770, Figurengruppe: 1777/80, Steinvasen: 1773/80",06 Spätbarock/Rokoko/Barockklassizismus,Wilhelm BEYER; Johann Baptist HAGENAUER,"Das sog. Sternbassin befand sich 1770-72 in der Mitte des Großen Parterres. Im Zuge dessen Umgestaltung durch Johann Ferdinand Hetzendorf von Hohenberg wurde das Bassin 1772 an den heutigen Standort gebracht. Die Najadengruppe sollte, wie auch ihr östliches Gegenstück, ursprünglich an einer der beiden Fontänen im unteren Becken des Neptunbrunnens ihren Platz finden. Da die Figuren aber etwas kleiner gerieten als vorgesehen, wurden sie in den Brunnen in den zentralen Achsenkreuzen aufgestellt, denen sie ihren Namen gaben.","Kapner, S. 479. 
Dehio, S. 212. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 146.  
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 163.",
KUNSTWERKOGD.3618898,3618898,POINT (16.311048883208553 48.18529438619568),45044,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße",Unmittelbar vor der westlichen Seitenfassade des Schlosses,Profanplastiken/Kunst am Bau freistehend,Ausstattung Hietzinger Kammergarten,,,,"Im tiefer gelegenen Gartenbereich: Zwei unterlebensgroße Figuren, eine männliche (Meleager) und eine weibliche (Göttin Diana). Gartenbereich durch ein schmiedeisernes Gitter abgeschlossen. Im höher gelegenen Gartenbereich: gusseiserne Vasen mit Reliefs und figuralen Henkeln, zwei monumentale Steinvasen mit Reliefs. Flachbecken mit kleiner Fontäne.","Stein, Gusseisen, Figuren: Carraramarmor","Gusseisenvasen: um 1870, Steinvasen: um 1730, Figuren: 1773/80",,Wilhelm BEYER,"Der eigentliche Kammergarten besteht aus einem tiefer gelegenen Bereich direkt an der Schlossfassade und einem höher gelegenen auf dem Niveau der angrenzenden Lichten Allee. Wie einem 1754/55 datierten Plan zu entnehmen ist, waren große Teile der Hietzinger Kammergärten bereits damals in ihrer noch heute bestehenden Grundform fertig gestellt. Im unteren Gartenbereich befinden sich die Figuren des Jägers Meleager (eine Variante der Statue im Großen Parterre) und der Göttin Diana. Nach einer älteren Beschreibung befand sich die Figur des Meleager im Jahr 1880 noch im Billardsaal des Schlosses Laxenburg, wahrscheinlich gemeinsam mit der Figur der Diana. Um 1900 sind die Figuren im Zentrum des ovalen und des rechteckigen Parterrefeldes im oberen Kammergarten nachweisbar. Am heutigen Standort befinden sie sich seit etwa 1960.   Die gusseisernen Vasen des oberen Bereiches stellen Kopien oder Nachempfindungen der Bronzevasen des Schlosses Versailles dar und dürften um 1870 in den Kammergarten gekommen sein, wechselten hier aber mehrfach den Standort. Die beiden monumentalen, um 1730 entstandenen Steinvasen stammen ursprünglich von einer Gartentreppe des Schlosses Schlosshof im Marchfeld. Ihre Reliefs zeigen Götterpaare, welche die Elemente repräsentieren.","Kapner, S. 479. 
Dehio, S. 208f. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 61ff. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 169.",
KUNSTWERKOGD.3618899,3618899,POINT (16.303141219386216 48.18526540900797),45045,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße, nahe des Hietzinger Tores","Park, Hietzinger Seite, vor dem Palmenhaus",Brunnen,Zwei Zierbrunnen im Parterre vor dem Palmenhaus,,,,"Zwei symmetrische angeordnete Zierbrunnen: vierpassförmige Becken, mittig gesetzte Schalen auf Volutenfuß.","Stein, Brunnenschalen: Marmor",1880/82,10 Späthistorismus/Jugendstil/Neoklassizismus,,"Die Brunnen entstanden im Zuge der mit dem Bau des Großen Palmenhauses 1880-82 in Zusammenhang stehenden, historistischen Neugestaltung des ehem. Holländischen Gartens. Die Planung wurde von der Schönbrunner Hofgartendirektion durchgeführt.","Kapner, S. 481. 
Dehio, S. 213. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 196ff.",
KUNSTWERKOGD.3618900,3618900,POINT (16.314358905435714 48.18126608062945),45046,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Meidlinger Seite, Boskettbereich zwischen Obeliskallee, Rustenallee und Ruinenallee, zwischen Römischer Ruine und Obelisk",Brunnen,Engelbrunnen,,,,"Brunnen bestehend aus kulissenartigem Unterbau aus Felsgestein, darauf Figurengruppe, bestehend aus zwei Putti und einem Fisch, aus dessen aufgesperrtem Maul Wasser in das darunter liegende Muschelbecken fließt, Gesamtanlage von Ziergitter umgeben.","Stein, Figuren: Sterzinger Marmor",Um 1775,06 Spätbarock/Rokoko/Barockklassizismus,,"Im Bereich zwischen Ruinenallee, Rustenallee und Obeliskallee befindet sich der Engelbrunnen. Er entstand wahrscheinlich um 1775 und ist erstmals auf einem Plan von 1777 nachzuweisen. Ursprünglich wurde der Brunnen von einer hölzernen Treillage gerahmt, die um 1820/30 durch das noch heute vorhandene Eisengitter ersetzt wurde. Anlässlich der Restaurierung der Gesamtanlage 1994 stellte sich heraus, daß die Brunnenschale, welche immer als muschelförmig bezeichnet wurde, eigentlich die Form einer Schnecke besaß. Das Becken wurde also eindeutig nicht für den Engelbrunnen geschaffen. Man kann davon ausgehen, daß die Schnecke mit vielen anderen Skulpturen und Architekturteilen um 1775 aus dem Schloss Neugebäude nach Schönbrunn gebracht wurde. Das wahrscheinlich im dritten Viertel des 16. Jahrhunderts entstandene Becken fand eine neue Heimat im Foyer des Schlosses. Der Brunnen selbst wurde mit einem neuen Muschelbecken aus rosa Marmor ausgestattet.","Dehio, S. 211. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 166 ff. 
Wehdorn Manfred (Hrsg.), Schloß Schönbrunn Kultur- und Betriebsges.m.b.H. - 10 Jahre Denkmalpflege 1992-2002, Wien 2002, S. 160f. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 139.",
KUNSTWERKOGD.3618901,3618901,POINT (16.310430610269012 48.18458378234584),45047,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Hietzinger Seite, beim Schlossgebäude, zwischen Finsterer Allee und Lichter Allee",Brunnen,Fischbassin,,,,"Großes ovales Bassin mit umlaufendem Gitter. Mittig auf einem Felsensockel Figurengruppe, bestehend aus zwei Putti auf einem Fisch reitend, aus dessen Maul Wasser in das Bassin fließt, ihm gegenüber am Rand des Bassins Maske eines bärtigen Mannes als Wasserspeier.",Stein,1773/80,06 Spätbarock/Rokoko/Barockklassizismus,,"Das Boskett ""Beim Fischbassin"" wurde wahrscheinlich bereits um 1700 angelegt, verändert seine Form aber durch die Anlage der großen Diagonalallee zum Tiergarten um 1750/75 und durch die Erweiterung des Großen Parterres um 1770. 1773/80 entstand das ovale Fischbassin mit einer umgebenden Baumreihe, in dem, wie in anderen Becken auch, Goldfische gehalten wurden.","Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 170. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 161.",
KUNSTWERKOGD.3618902,3618902,POINT (16.313968942913803 48.18123902631757),45048,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Meidlinger Seite, Boskettbereich zwischen Obeliskallee, Rustenallee und Ruinenallee, vor dem Schönen Brunnen",Profanplastiken/Kunst am Bau freistehend,Rhea Kybele,,,,"Auf profiliertem Vierkantsockel überlebensgroße Sitzfigur einer Frau im antiken Gewand, auf zwei Löwinnen.",Stein,1773/80,06 Spätbarock/Rokoko/Barockklassizismus,Wilhelm BEYER,"Die Figur entstand im Zuge der 1772 bis 1780 durchgeführten, von Kaiserin Maria Theresia in Auftrag gegebenen, Umgestaltung der Schönbrunner Schlossgärten.","Dehio, S. 211. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 161. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 137.",
KUNSTWERKOGD.3618903,3618903,POINT (16.314412573399743 48.18155387517312),45049,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Meidlinger Seite, Boskettbereich zwischen Obeliskallee, Rustenallee und Ruinenallee, beim Engelbrunnen",Profanplastiken/Kunst am Bau freistehend,Eurydike,,,,"Auf Vierkantsockel Figur der Eurydike: weibliche Sitzfigur, sich die Schlange vom Fuß reißend.",Stein (Sterzinger Marmor),1773/80,06 Spätbarock/Rokoko/Barockklassizismus,Wilhelm BEYER; Sebastian PFAFF,"Die Figur entstand im Zuge der 1772 bis 1780 durchgeführten, von Kaiserin Maria Theresia in Auftrag gegebenen, Umgestaltung der Schönbrunner Schlossgärten.","Dehio, S. 211. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 162. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 141.",
KUNSTWERKOGD.3618904,3618904,POINT (16.314708597394098 48.181122254132084),45050,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Meidlinger Seite, Boskettbereich zwischen Obeliskallee, Rustenallee und Ruinenallee, beim Engelbrunnen",Profanplastiken/Kunst am Bau freistehend,Cincinatus,,,,"Figur des Cincinatus, eines römischen Edelmanns, sich die Sandalen schnürend.",Stein (Sterzinger Marmor),1773/80,06 Spätbarock/Rokoko/Barockklassizismus,Wilhelm BEYER,"Die Figur entstand im Zuge der 1772 bis 1780 durchgeführten, von Kaiserin Maria Theresia in Auftrag gegebenen, Umgestaltung der Schönbrunner Schlossgärten.","Dehio, S. 211. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 162. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 143.",
KUNSTWERKOGD.3618905,3618905,POINT (16.28553433341588 48.188199801892296),45051,1130,Wien,Sankt-Veit-Gasse 48,Vor der Unter-St. Veiter Pfarrkirche Verklärung Christi,Sakrale Kleindenkmäler,Hl. Johannes von Nepomuk,,,"Am Sockel: ""Wer seine Zunge im Zaum hält, bewahrt seine Seele, 1855, 1962""","Ungewöhnliche Nepomukfigur, den Zeigefinger der linken Hand an die Lippen gelegt, in der rechten Hand das Kreuz.",Stein,1855,08 Frühhistorismus,,,"Dehio, S. 179.",
KUNSTWERKOGD.3618906,3618906,POINT (16.312557809495104 48.17940411974081),45052,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, am Schönbrunner Berg, in der Sichtachse der Römischen Ruine",Profanplastiken/Kunst am Bau freistehend,Herkules,,,,"Herkules auf Felsensockel, mit erhobener Keule im Kampf mit dem dreiköpfigen Hund Cerberus und den Verkörperungen von Neid, Missgunst und anderen Lastern (eine alte Frau, eine Hund und eine Schlange mit Hundekopf)",Stein,1. Hälfte 18. Jahrhundert,05 Hochbarock,,"Hinter der Römische Ruine führt eine im Zuge deren Restaurierung  wiederhergestellte Waldschneise bis zu einer Herkulesfigur (Herkules im Kampf mit dem Höllenhund Cerberus). Die Schneise war ursprünglich in sechs Terrassen gegliedert, die wohl eine Wasserkaskade simulieren sollten. Diese Terrassen sind unter der Rasendecke heute noch sichtbar. Die Figurengruppe selbst wird in die erste Hälfte des 18. Jahrhunderts datiert, wurde also nicht für Schönbrunn geschaffen, sondern 1778 von Hohenberg angekauft und aufgestellt.","Dehio, S. 212. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 166ff.  
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 157.",
KUNSTWERKOGD.3618907,3618907,POINT (16.31340298416152 48.18388293436928),45053,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Meidlinger Seite, Boskettbereich ""Bei der Kaiserfigur""",Profanplastiken/Kunst am Bau freistehend,Alexander und Olympias,,,,"Auf profiliertem Vierkantsockel Figurengruppe bestehend aus Olympias und ihrem Sohn Alexander, bei seinem Aufbruch gegen die Perser.",Stein (Sterzinger Marmor),1773/80,06 Spätbarock/Rokoko/Barockklassizismus,Wilhelm BEYER,"Die Figur entstand im Zuge der 1772 bis 1780 durchgeführten, von Kaiserin Maria Theresia in Auftrag gegebenen, Umgestaltung der Schönbrunner Schlossgärten. Der Bildhauer Wilhelm Beyer benennt diese Gruppe, ""Olympias entdecket ihrem Alexander bey seiner Abreise gegen die Perser das Geheimnis seiner Geburt"".","Dehio, S. 211. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 148. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 131.",
KUNSTWERKOGD.3618908,3618908,POINT (16.31729032984956 48.18155438288615),45054,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Meidlinger Seite, an der Mündung der Lindenallee in die Schlosserallee",Profanplastiken/Kunst am Bau freistehend,Hesperiden,Hesperia und Erytheis,,,"Auf profiliertem Vierkantsockel Figurengruppe bestehend aus zwei einander zugewandeten Frauen, Hesperia und Erytheis, eine von ihnen hält eine Frucht in der linken Hand.",Stein (Sterzinger Marmor),1773/80,06 Spätbarock/Rokoko/Barockklassizismus,Johann Baptist HAGENAUER,"Die Figur entstand im Zuge der 1772 bis 1780 durchgeführten, von Kaiserin Maria Theresia in Auftrag gegebenen, Umgestaltung der Schönbrunner Schlossgärten. Die Hesperiden, Töchter von Hespera, der Göttin des Westens und des Riesen Atlas, lebten in einem heiligen Garten und bewachten im Auftrag der Göttin Juno einen Baum mit goldenen Äpfeln. Ihre Anwesenheit macht Schönbrunn gleichsam zu einem Garten der Götter.","Dehio, S. 211. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 137. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 145.",
KUNSTWERKOGD.3618909,3618909,POINT (16.306705907838506 48.18377349602585),45055,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Park, Hietzinger Seite, im Boskettbereich ""Beim Schützen""",Profanplastiken/Kunst am Bau freistehend,Apollo,,,,"Auf profiliertem Vierkantsockel Figur des Gottes Apoll, Baumstumpf mit Schlange.",Stein (Sterzinger Marmor),1773/80,06 Spätbarock/Rokoko/Barockklassizismus,Johann Baptist HAGENAUER,"Die Figur entstand im Zuge der 1772 bis 1780 durchgeführten, von Kaiserin Maria Theresia in Auftrag gegebenen, Umgestaltung der Schönbrunner Schlossgärten. Die Figur des Gottes Apoll ist eine Nachempfindung der berühmten antiken Statue des ""Apoll vom Belvedere"" in den Vatikanischen Museen in Rom. Der Gott wird als Bogenschütze dargestellt, mit seinen Pfeilern tötet er die Erdschlange Python (hier um einen Baumstumpf geringelt), die seine Mutter Leto im Auftrag der eifersüchtigen Juno verfolgte. Der Bogen ist nur fragmentarisch dargestellt, damit wollte man anzeigen, dass es sich um Abbilder antiker Figuren handelt, deren Attribute im Laufe der Jahrhunderte teilweise verloren gegangen sind. Die Figur wurde 1779 hier aufgestellt, sie bildet das Pendant zur Figur der Göttin Diana, Zwillingsschwester des Apoll, die sich beim gegenüberliegenden Boskett ""Der Fächer"" befindet.","Dehio, S. 211. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 176. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 165.",
KUNSTWERKOGD.3618910,3618910,POINT (16.30127265610075 48.18413170716086),45057,1130,Wien,"Schloss Schönbrunn, Schönbrunner Schloßstraße","Botanischer Garten, westlich vom Palmenhaus",Denkmäler,Kaiser Joseph II. (Modell),,"* 13.3.1741 Wien, + 20.2.1790 Wien","Vorderseite: ""D. IOSEPHO II ROM. IMP: PRINCIPI IN SUORUM ANIMIS IMMORTALI""Rückseite: ""FRANCISCUS II ROM. IMP. EX FRATRE NEPOS ALTERI PARENTI POSUIT""","Reiterdenkmal des Kaisers, dargestellt als römischer Imperator. Stufenförmiger Aufbau, Sockel mit Bronzereliefs (der Kaiser als Förderer des Handels und als Reisender). Um das Stufenpodest vier runde Granitpfeiler mit Bronzereliefs (Szenen aus dem Leben des Kaisers und seine Tugenden).","Architektur: Stein (Granit), Plastik, Reliefs: Metall (Bronze)","Um 1795, 1810 enthüllt",07 Klassizismus/Biedermeier,Franz Anton ZAUNER,"Das Monument entstand als Probeguss des Denkmals Kaiser Josephs II. am Josephsplatz. Ursprünglich in Laxenburg aufgestellt, wurde es 1810 nach Schönbrunn gebracht, wo es sich im Zentrum jenes Grundstücks befindet, welches der Kaiser 1788 ankaufte, um den Botanischen Garten zu vergrößern.","Kapner, S. 362. 
Dehio, S. 214. 
Berger, 2004, S. 263ff. 
Hajós Beatrix, Die Schönbrunner Schlossgärten, 1995, S. 191. 
Hajós Beatrix, Schönbrunner Statuen, 2004, S. 181.",
